"범죄별(1)","범죄별(2)","시점",발생지역별(1),데이터
"A/Bⅹ100,000 (건/10만명)","소계","2017",대구,3324.2
"A/Bⅹ100,000 (건/10만명)","소계","2017",인천,3443.3
"A/Bⅹ100,000 (건/10만명)","소계","2017",광주,3731.9
"A/Bⅹ100,000 (건/10만명)","소계","2017",대전,3352.2
"A/Bⅹ100,000 (건/10만명)","소계","2017",울산,2279.4
"A/Bⅹ100,000 (건/10만명)","소계","2017",세종,1793.3
"A/Bⅹ100,000 (건/10만명)","소계","2017",경기,3572.3
"A/Bⅹ100,000 (건/10만명)","소계","2017",강원,3799.7
"A/Bⅹ100,000 (건/10만명)","소계","2017",충북,3571.4
"A/Bⅹ100,000 (건/10만명)","소계","2017",충남,3485.1
"A/Bⅹ100,000 (건/10만명)","소계","2017",전북,3086.3
"A/Bⅹ100,000 (건/10만명)","소계","2017",전남,3407.4
"A/Bⅹ100,000 (건/10만명)","소계","2017",경북,3308.3
"A/Bⅹ100,000 (건/10만명)","소계","2017",경남,3765.6
"A/Bⅹ100,000 (건/10만명)","소계","2017",제주,5201.3
"A/Bⅹ100,000 (건/10만명)","소계","2018",계,3353.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",서울,3494.8
"A/Bⅹ100,000 (건/10만명)","소계","2018",부산,3667.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",대구,3228.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",인천,3201.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",광주,3510
"A/Bⅹ100,000 (건/10만명)","소계","2018",대전,3234
"A/Bⅹ100,000 (건/10만명)","소계","2018",울산,2191.3
"A/Bⅹ100,000 (건/10만명)","소계","2018",세종,1697.1
"A/Bⅹ100,000 (건/10만명)","소계","2018",경기,3287.8
"A/Bⅹ100,000 (건/10만명)","소계","2018",강원,3402
"A/Bⅹ100,000 (건/10만명)","소계","2018",충북,3355.3
"A/Bⅹ100,000 (건/10만명)","소계","2018",충남,3546.3
"A/Bⅹ100,000 (건/10만명)","소계","2018",전북,3067.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",전남,3501.5
"A/Bⅹ100,000 (건/10만명)","소계","2018",경북,3189.3
"A/Bⅹ100,000 (건/10만명)","소계","2018",경남,3474.9
"A/Bⅹ100,000 (건/10만명)","소계","2018",제주,4512.4
"A/Bⅹ100,000 (건/10만명)","소계","2019",계,3409.2
"A/Bⅹ100,000 (건/10만명)","소계","2019",서울,3499.8
"A/Bⅹ100,000 (건/10만명)","소계","2019",부산,3770.7
"A/Bⅹ100,000 (건/10만명)","소계","2019",대구,3400.5
"A/Bⅹ100,000 (건/10만명)","소계","2019",인천,3425.4
"A/Bⅹ100,000 (건/10만명)","소계","2019",광주,3627.1
"A/Bⅹ100,000 (건/10만명)","소계","2019",대전,3249.7
"A/Bⅹ100,000 (건/10만명)","소계","2019",울산,2248.6
"A/Bⅹ100,000 (건/10만명)","소계","2019",세종,1849.8
"A/Bⅹ100,000 (건/10만명)","소계","2019",경기,3274.2
"A/Bⅹ100,000 (건/10만명)","소계","2019",강원,3457
"A/Bⅹ100,000 (건/10만명)","소계","2019",충북,3362.5
"A/Bⅹ100,000 (건/10만명)","소계","2019",충남,3475.9
"A/Bⅹ100,000 (건/10만명)","소계","2019",전북,3189.4
"A/Bⅹ100,000 (건/10만명)","소계","2019",전남,3669.1
"A/Bⅹ100,000 (건/10만명)","소계","2019",경북,3304.7
"A/Bⅹ100,000 (건/10만명)","소계","2019",경남,3687.4
"A/Bⅹ100,000 (건/10만명)","소계","2019",제주,4220.3
"A/Bⅹ100,000 (건/10만명)","소계","2020",계,3308.1
"A/Bⅹ100,000 (건/10만명)","소계","2020",서울,3292.4
"A/Bⅹ100,000 (건/10만명)","소계","2020",부산,3764
"A/Bⅹ100,000 (건/10만명)","소계","2020",대구,3274.2
"A/Bⅹ100,000 (건/10만명)","소계","2020",인천,3273.7
"A/Bⅹ100,000 (건/10만명)","소계","2020",광주,3439.1
"A/Bⅹ100,000 (건/10만명)","소계","2020",대전,3207.9
"A/Bⅹ100,000 (건/10만명)","소계","2020",울산,2192.8
"A/Bⅹ100,000 (건/10만명)","소계","2020",세종,1869.1
"A/Bⅹ100,000 (건/10만명)","소계","2020",경기,3198.7
"A/Bⅹ100,000 (건/10만명)","소계","2020",강원,3340.9
"A/Bⅹ100,000 (건/10만명)","소계","2020",충북,3226.1
"A/Bⅹ100,000 (건/10만명)","소계","2020",충남,3387.4
"A/Bⅹ100,000 (건/10만명)","소계","2020",전북,3115.7
"A/Bⅹ100,000 (건/10만명)","소계","2020",전남,3642.8
"A/Bⅹ100,000 (건/10만명)","소계","2020",경북,3174.6
"A/Bⅹ100,000 (건/10만명)","소계","2020",경남,3694.6
"A/Bⅹ100,000 (건/10만명)","소계","2020",제주,4342.5
"A/Bⅹ100,000 (건/10만명)","소계","2021",계,2966.2
"A/Bⅹ100,000 (건/10만명)","소계","2021",서울,2890.1
"A/Bⅹ100,000 (건/10만명)","소계","2021",부산,3389.4
"A/Bⅹ100,000 (건/10만명)","소계","2021",대구,3032.6
"A/Bⅹ100,000 (건/10만명)","소계","2021",인천,2897.6
"A/Bⅹ100,000 (건/10만명)","소계","2021",광주,3094.5
"A/Bⅹ100,000 (건/10만명)","소계","2021",대전,2886.6
"A/Bⅹ100,000 (건/10만명)","소계","2021",울산,2091.9
"A/Bⅹ100,000 (건/10만명)","소계","2021",세종,1652.9
"A/Bⅹ100,000 (건/10만명)","소계","2021",경기,2860.2
"A/Bⅹ100,000 (건/10만명)","소계","2021",강원,2950.8
"A/Bⅹ100,000 (건/10만명)","소계","2021",충북,2943.5
"A/Bⅹ100,000 (건/10만명)","소계","2021",충남,2986.4
"A/Bⅹ100,000 (건/10만명)","소계","2021",전북,2943
"A/Bⅹ100,000 (건/10만명)","소계","2021",전남,3284.9
"A/Bⅹ100,000 (건/10만명)","소계","2021",경북,2866.8
"A/Bⅹ100,000 (건/10만명)","소계","2021",경남,3352.3
"A/Bⅹ100,000 (건/10만명)","소계","2021",제주,3915.6
"A/Bⅹ100,000 (건/10만명)","소계","2022",계,3061.9
"A/Bⅹ100,000 (건/10만명)","소계","2022",서울,3134.2
"A/Bⅹ100,000 (건/10만명)","소계","2022",부산,3560.5
"A/Bⅹ100,000 (건/10만명)","소계","2022",대구,3020.1
"A/Bⅹ100,000 (건/10만명)","소계","2022",인천,3072.9
"A/Bⅹ100,000 (건/10만명)","소계","2022",광주,3002.2
"A/Bⅹ100,000 (건/10만명)","소계","2022",대전,3156.8
"A/Bⅹ100,000 (건/10만명)","소계","2022",울산,1600.5
"A/Bⅹ100,000 (건/10만명)","소계","2022",세종,1800.6
"A/Bⅹ100,000 (건/10만명)","소계","2022",경기,2878.1
"A/Bⅹ100,000 (건/10만명)","소계","2022",강원,2996.3
"A/Bⅹ100,000 (건/10만명)","소계","2022",충북,2966.9
"A/Bⅹ100,000 (건/10만명)","소계","2022",충남,3194.9
"A/Bⅹ100,000 (건/10만명)","소계","2022",전북,3036.7
"A/Bⅹ100,000 (건/10만명)","소계","2022",전남,3385.9
"A/Bⅹ100,000 (건/10만명)","소계","2022",경북,3036.1
"A/Bⅹ100,000 (건/10만명)","소계","2022",경남,3398.5
"A/Bⅹ100,000 (건/10만명)","소계","2022",제주,4051.9
"형법범 (건)","소계","2014",계,1016209
"형법범 (건)","소계","2014",서울,237144
"형법범 (건)","소계","2014",부산,81265
"형법범 (건)","소계","2014",대구,48979
"형법범 (건)","소계","2014",인천,51529
"형법범 (건)","소계","2014",광주,35533
"형법범 (건)","소계","2014",대전,31032
"형법범 (건)","소계","2014",울산,22995
"형법범 (건)","소계","2014",세종,1807
"형법범 (건)","소계","2014",경기,225487
"형법범 (건)","소계","2014",강원,27785
"형법범 (건)","소계","2014",충북,28426
"형법범 (건)","소계","2014",충남,38475
"형법범 (건)","소계","2014",전북,30971
"형법범 (건)","소계","2014",전남,32903
"형법범 (건)","소계","2014",경북,44001
"형법범 (건)","소계","2014",경남,60972
"형법범 (건)","소계","2014",제주,16905
"형법범 (건)","소계","2015",계,1047761
"형법범 (건)","소계","2015",서울,237255
"형법범 (건)","소계","2015",부산,81744
"형법범 (건)","소계","2015",대구,50785
"형법범 (건)","소계","2015",인천,55758
"형법범 (건)","소계","2015",광주,33205
"형법범 (건)","소계","2015",대전,32203
"형법범 (건)","소계","2015",울산,14839
"형법범 (건)","소계","2015",세종,2196
"형법범 (건)","소계","2015",경기,239420
"형법범 (건)","소계","2015",강원,28821
"형법범 (건)","소계","2015",충북,29343
"형법범 (건)","소계","2015",충남,39230
"형법범 (건)","소계","2015",전북,34146
"형법범 (건)","소계","2015",전남,34731
"형법범 (건)","소계","2015",경북,45126
"형법범 (건)","소계","2015",경남,71645
"형법범 (건)","소계","2015",제주,17314
"형법범 (건)","소계","2016",계,1005689
"형법범 (건)","소계","2016",서울,226444
"형법범 (건)","소계","2016",부산,76954
"형법범 (건)","소계","2016",대구,45399
"형법범 (건)","소계","2016",인천,57485
"형법범 (건)","소계","2016",광주,28555
"형법범 (건)","소계","2016",대전,30300
"형법범 (건)","소계","2016",울산,13889
"형법범 (건)","소계","2016",세종,2633
"형법범 (건)","소계","2016",경기,234030
"형법범 (건)","소계","2016",강원,29324
"형법범 (건)","소계","2016",충북,28664
"형법범 (건)","소계","2016",충남,37423
"형법범 (건)","소계","2016",전북,31738
"형법범 (건)","소계","2016",전남,32484
"형법범 (건)","소계","2016",경북,44872
"형법범 (건)","소계","2016",경남,67682
"형법범 (건)","소계","2016",제주,17813
"형법범 (건)","소계","2017",계,958865
"형법범 (건)","소계","2017",서울,214250
"형법범 (건)","소계","2017",부산,74721
"형법범 (건)","소계","2017",대구,43020
"형법범 (건)","소계","2017",인천,55215
"형법범 (건)","소계","2017",광주,26369
"형법범 (건)","소계","2017",대전,28799
"형법범 (건)","소계","2017",울산,13000
"형법범 (건)","소계","2017",세종,2894
"형법범 (건)","소계","2017",경기,225477
"형법범 (건)","소계","2017",강원,28283
"형법범 (건)","소계","2017",충북,27624
"형법범 (건)","소계","2017",충남,36893
"형법범 (건)","소계","2017",전북,29043
"형법범 (건)","소계","2017",전남,29412
"형법범 (건)","소계","2017",경북,42499
"형법범 (건)","소계","2017",경남,64458
"형법범 (건)","소계","2017",제주,16908
"형법범 (건)","소계","2018",계,988398
"형법범 (건)","소계","2018",서울,213505
"형법범 (건)","소계","2018",부산,75907
"형법범 (건)","소계","2018",대구,44294
"형법범 (건)","소계","2018",인천,59118
"형법범 (건)","소계","2018",광주,28120
"형법범 (건)","소계","2018",대전,29932
"형법범 (건)","소계","2018",울산,13382
"형법범 (건)","소계","2018",세종,3170
"형법범 (건)","소계","2018",경기,235878
"형법범 (건)","소계","2018",강원,27132
"형법범 (건)","소계","2018",충북,28646
"형법범 (건)","소계","2018",충남,39723
"형법범 (건)","소계","2018",전북,30835
"형법범 (건)","소계","2018",전남,32365
"형법범 (건)","소계","2018",경북,43203
"형법범 (건)","소계","2018",경남,65424
"형법범 (건)","소계","2018",제주,17764
"형법범 (건)","소계","2019",계,1041395
"형법범 (건)","소계","2019",서울,220375
"형법범 (건)","소계","2019",부산,81027
"형법범 (건)","소계","2019",대구,48919
"형법범 (건)","소계","2019",인천,63447
"형법범 (건)","소계","2019",광주,30296
"형법범 (건)","소계","2019",대전,30255
"형법범 (건)","소계","2019",울산,13133
"형법범 (건)","소계","2019",세종,4024
"형법범 (건)","소계","2019",경기,249200
"형법범 (건)","소계","2019",강원,28829
"형법범 (건)","소계","2019",충북,30417
"형법범 (건)","소계","2019",충남,40207
"형법범 (건)","소계","2019",전북,31582
"형법범 (건)","소계","2019",전남,33176
"형법범 (건)","소계","2019",경북,48478
"형법범 (건)","소계","2019",경남,70595
"형법범 (건)","소계","2019",제주,17435
"형법범 (건)","소계","2020",계,1044438
"형법범 (건)","소계","2020",서울,212043
"형법범 (건)","소계","2020",부산,83892
"형법범 (건)","소계","2020",대구,48772
"형법범 (건)","소계","2020",인천,61151
"형법범 (건)","소계","2020",광주,29178
"형법범 (건)","소계","2020",대전,30771
"형법범 (건)","소계","2020",울산,13630
"형법범 (건)","소계","2020",세종,4199
"형법범 (건)","소계","2020",경기,255655
"형법범 (건)","소계","2020",강원,28098
"형법범 (건)","소계","2020",충북,29971
"형법범 (건)","소계","2020",충남,39948
"형법범 (건)","소계","2020",전북,32485
"형법범 (건)","소계","2020",전남,33422
"형법범 (건)","소계","2020",경북,47638
"형법범 (건)","소계","2020",경남,74756
"형법범 (건)","소계","2020",제주,18829
"형법범 (건)","소계","2021",계,917787
"형법범 (건)","소계","2021",서울,179429
"형법범 (건)","소계","2021",부산,71623
"형법범 (건)","소계","2021",대구,44696
"형법범 (건)","소계","2021",인천,52815
"형법범 (건)","소계","2021",광주,25950
"형법범 (건)","소계","2021",대전,27519
"형법범 (건)","소계","2021",울산,12267
"형법범 (건)","소계","2021",세종,3924
"형법범 (건)","소계","2021",경기,226885
"형법범 (건)","소계","2021",강원,24878
"형법범 (건)","소계","2021",충북,27335
"형법범 (건)","소계","2021",충남,34050
"형법범 (건)","소계","2021",전북,30084
"형법범 (건)","소계","2021",전남,31332
"형법범 (건)","소계","2021",경북,41387
"형법범 (건)","소계","2021",경남,66377
"형법범 (건)","소계","2021",제주,17236
"형법범 (건)","소계","2022",계,1003883
"형법범 (건)","소계","2022",서울,205245
"형법범 (건)","소계","2022",부산,77357
"형법범 (건)","소계","2022",대구,46835
"형법범 (건)","소계","2022",인천,57875
"형법범 (건)","소계","2022",광주,26617
"형법범 (건)","소계","2022",대전,32980
"형법범 (건)","소계","2022",울산,9356
"형법범 (건)","소계","2022",세종,4683
"형법범 (건)","소계","2022",경기,244061
"형법범 (건)","소계","2022",강원,27790
"형법범 (건)","소계","2022",충북,30086
"형법범 (건)","소계","2022",충남,39562
"형법범 (건)","소계","2022",전북,32264
"형법범 (건)","소계","2022",전남,32655
"형법범 (건)","소계","2022",경북,48346
"형법범 (건)","소계","2022",경남,69122
"형법범 (건)","소계","2022",제주,19049
"형법범 (건)","재산범죄","2014",계,617119
"형법범 (건)","재산범죄","2014",서울,141448
"형법범 (건)","재산범죄","2014",부산,50570
"형법범 (건)","재산범죄","2014",대구,30337
"형법범 (건)","재산범죄","2014",인천,28995
"형법범 (건)","재산범죄","2014",광주,22201
"형법범 (건)","재산범죄","2014",대전,21519
"형법범 (건)","재산범죄","2014",울산,13383
"형법범 (건)","재산범죄","2014",세종,1205
"형법범 (건)","재산범죄","2014",경기,135456
"형법범 (건)","재산범죄","2014",강원,15373
"형법범 (건)","재산범죄","2014",충북,17312
"형법범 (건)","재산범죄","2014",충남,25060
"형법범 (건)","재산범죄","2014",전북,19119
"형법범 (건)","재산범죄","2014",전남,18925
"형법범 (건)","재산범죄","2014",경북,27511
"형법범 (건)","재산범죄","2014",경남,38782
"형법범 (건)","재산범죄","2014",제주,9923
"형법범 (건)","재산범죄","2015",계,622126
"형법범 (건)","재산범죄","2015",서울,139703
"형법범 (건)","재산범죄","2015",부산,49670
"형법범 (건)","재산범죄","2015",대구,30348
"형법범 (건)","재산범죄","2015",인천,31102
"형법범 (건)","재산범죄","2015",광주,20177
"형법범 (건)","재산범죄","2015",대전,20371
"형법범 (건)","재산범죄","2015",울산,8556
"형법범 (건)","재산범죄","2015",세종,1452
"형법범 (건)","재산범죄","2015",경기,140213
"형법범 (건)","재산범죄","2015",강원,15870
"형법범 (건)","재산범죄","2015",충북,17597
"형법범 (건)","재산범죄","2015",충남,25036
"형법범 (건)","재산범죄","2015",전북,21422
"형법범 (건)","재산범죄","2015",전남,19099
"형법범 (건)","재산범죄","2015",경북,27401
"형법범 (건)","재산범죄","2015",경남,44275
"형법범 (건)","재산범죄","2015",제주,9834
"형법범 (건)","재산범죄","2016",계,573445
"형법범 (건)","재산범죄","2016",서울,130097
"형법범 (건)","재산범죄","2016",부산,45408
"형법범 (건)","재산범죄","2016",대구,25420
"형법범 (건)","재산범죄","2016",인천,30828
"형법범 (건)","재산범죄","2016",광주,16543
"형법범 (건)","재산범죄","2016",대전,17645
"형법범 (건)","재산범죄","2016",울산,7304
"형법범 (건)","재산범죄","2016",세종,1587
"형법범 (건)","재산범죄","2016",경기,132549
"형법범 (건)","재산범죄","2016",강원,15368
"형법범 (건)","재산범죄","2016",충북,16294
"형법범 (건)","재산범죄","2016",충남,22725
"형법범 (건)","재산범죄","2016",전북,18932
"형법범 (건)","재산범죄","2016",전남,17693
"형법범 (건)","재산범죄","2016",경북,26578
"형법범 (건)","재산범죄","2016",경남,39549
"형법범 (건)","재산범죄","2016",제주,8925
"형법범 (건)","재산범죄","2017",계,542336
"형법범 (건)","재산범죄","2017",서울,122995
"형법범 (건)","재산범죄","2017",부산,43673
"형법범 (건)","재산범죄","2017",대구,24368
"형법범 (건)","재산범죄","2017",인천,28714
"형법범 (건)","재산범죄","2017",광주,14857
"형법범 (건)","재산범죄","2017",대전,16291
"형법범 (건)","재산범죄","2017",울산,7172
"형법범 (건)","재산범죄","2017",세종,1815
"형법범 (건)","재산범죄","2017",경기,127292
"형법범 (건)","재산범죄","2017",강원,14566
"형법범 (건)","재산범죄","2017",충북,15981
"형법범 (건)","재산범죄","2017",충남,21983
"형법범 (건)","재산범죄","2017",전북,16766
"형법범 (건)","재산범죄","2017",전남,15289
"형법범 (건)","재산범죄","2017",경북,25008
"형법범 (건)","재산범죄","2017",경남,37029
"형법범 (건)","재산범죄","2017",제주,8537
"형법범 (건)","재산범죄","2018",계,576937
"형법범 (건)","재산범죄","2018",서울,125729
"형법범 (건)","재산범죄","2018",부산,45536
"형법범 (건)","재산범죄","2018",대구,25896
"형법범 (건)","재산범죄","2018",인천,32555
"형법범 (건)","재산범죄","2018",광주,16086
"형법범 (건)","재산범죄","2018",대전,16837
"형법범 (건)","재산범죄","2018",울산,7770
"형법범 (건)","재산범죄","2018",세종,2037
"형법범 (건)","재산범죄","2018",경기,137837
"형법범 (건)","재산범죄","2018",강원,14419
"형법범 (건)","재산범죄","2018",충북,17200
"형법범 (건)","재산범죄","2018",충남,24075
"형법범 (건)","재산범죄","2018",전북,17899
"형법범 (건)","재산범죄","2018",전남,17928
"형법범 (건)","재산범죄","2018",경북,26394
"형법범 (건)","재산범죄","2018",경남,39264
"형법범 (건)","재산범죄","2018",제주,9475
"형법범 (건)","재산범죄","2019",계,627430
"형법범 (건)","재산범죄","2019",서울,133564
"형법범 (건)","재산범죄","2019",부산,50307
"형법범 (건)","재산범죄","2019",대구,30454
"형법범 (건)","재산범죄","2019",인천,35354
"형법범 (건)","재산범죄","2019",광주,17756
"형법범 (건)","재산범죄","2019",대전,18462
"형법범 (건)","재산범죄","2019",울산,7945
"형법범 (건)","재산범죄","2019",세종,2735
"형법범 (건)","재산범죄","2019",경기,149834
"형법범 (건)","재산범죄","2019",강원,16202
"형법범 (건)","재산범죄","2019",충북,18768
"형법범 (건)","재산범죄","2019",충남,25242
"형법범 (건)","재산범죄","2019",전북,18607
"형법범 (건)","재산범죄","2019",전남,18399
"형법범 (건)","재산범죄","2019",경북,30087
"형법범 (건)","재산범죄","2019",경남,43689
"형법범 (건)","재산범죄","2019",제주,10025
"형법범 (건)","재산범죄","2020",계,659058
"형법범 (건)","재산범죄","2020",서울,134003
"형법범 (건)","재산범죄","2020",부산,55641
"형법범 (건)","재산범죄","2020",대구,31781
"형법범 (건)","재산범죄","2020",인천,36748
"형법범 (건)","재산범죄","2020",광주,18187
"형법범 (건)","재산범죄","2020",대전,19131
"형법범 (건)","재산범죄","2020",울산,8618
"형법범 (건)","재산범죄","2020",세종,2887
"형법범 (건)","재산범죄","2020",경기,160479
"형법범 (건)","재산범죄","2020",강원,16495
"형법범 (건)","재산범죄","2020",충북,19037
"형법범 (건)","재산범죄","2020",충남,25822
"형법범 (건)","재산범죄","2020",전북,20149
"형법범 (건)","재산범죄","2020",전남,19823
"형법범 (건)","재산범죄","2020",경북,30640
"형법범 (건)","재산범죄","2020",경남,48541
"형법범 (건)","재산범죄","2020",제주,11076
"형법범 (건)","재산범죄","2021",계,575332
"형법범 (건)","재산범죄","2021",서울,110514
"형법범 (건)","재산범죄","2021",부산,46816
"형법범 (건)","재산범죄","2021",대구,29797
"형법범 (건)","재산범죄","2021",인천,30638
"형법범 (건)","재산범죄","2021",광주,16131
"형법범 (건)","재산범죄","2021",대전,17404
"형법범 (건)","재산범죄","2021",울산,7639
"형법범 (건)","재산범죄","2021",세종,2618
"형법범 (건)","재산범죄","2021",경기,142066
"형법범 (건)","재산범죄","2021",강원,14683
"형법범 (건)","재산범죄","2021",충북,17757
"형법범 (건)","재산범죄","2021",충남,21943
"형법범 (건)","재산범죄","2021",전북,19080
"형법범 (건)","재산범죄","2021",전남,18665
"형법범 (건)","재산범죄","2021",경북,26781
