행정구역별,시점,거주외국인별1,거주외국인별2,합계,남자,여자
전남,2017,한국국적을 가지지 않은 자 (명),유학생,1512,824,688
전남,2017,한국국적을 가지지 않은 자 (명),외국국적동포,2238,1258,980
전남,2017,한국국적을 가지지 않은 자 (명),기타외국인,10259,5293,4966
전남,2017,한국국적을 취득한 자 (명),소계,5392,273,5119
전남,2017,외국인주민자녀(출생) (명),소계,12900,6631,6269
전남,2018,총인구 (명),소계,1790352,900154,890198
전남,2018,합계 (명),소계,61607,33283,28324
전남,2018,한국국적을 가지지 않은 자 (명),소계,42520,26005,16515
전남,2018,한국국적을 가지지 않은 자 (명),외국인근로자,17737,15988,1749
전남,2018,한국국적을 가지지 않은 자 (명),결혼이민자,6489,343,6146
전남,2018,한국국적을 가지지 않은 자 (명),유학생,2132,1253,879
전남,2018,한국국적을 가지지 않은 자 (명),외국국적동포,2267,1275,992
전남,2018,한국국적을 가지지 않은 자 (명),기타외국인,13895,7146,6749
전남,2018,한국국적을 취득한 자 (명),소계,5551,293,5258
전남,2018,외국인주민자녀(출생) (명),소계,13536,6985,6551
전남,2019,총인구 (명),소계,1787543,901813,885730
전남,2019,합계 (명),소계,68719,37751,30968
전남,2019,한국국적을 가지지 않은 자 (명),소계,47778,29743,18035
전남,2019,한국국적을 가지지 않은 자 (명),외국인근로자,18839,17071,1768
전남,2019,한국국적을 가지지 않은 자 (명),결혼이민자,6684,387,6297
전남,2019,한국국적을 가지지 않은 자 (명),유학생,2197,1314,883
전남,2019,한국국적을 가지지 않은 자 (명),외국국적동포,2274,1291,983
전남,2019,한국국적을 가지지 않은 자 (명),기타외국인,17784,9680,8104
전남,2019,한국국적을 취득한 자 (명),소계,6038,291,5747
전남,2019,외국인주민자녀(출생) (명),소계,14903,7717,7186
전남,2020,총인구 (명),소계,1788807,903281,885526
전남,2020,합계 (명),소계,66936,35794,31142
전남,2020,한국국적을 가지지 않은 자 (명),소계,45236,27549,17687
전남,2020,한국국적을 가지지 않은 자 (명),외국인근로자,17792,16322,1470
전남,2020,한국국적을 가지지 않은 자 (명),결혼이민자,6755,422,6333
전남,2020,한국국적을 가지지 않은 자 (명),유학생,2209,1330,879
전남,2020,한국국적을 가지지 않은 자 (명),외국국적동포,2516,1374,1142
전남,2020,한국국적을 가지지 않은 자 (명),기타외국인,15964,8101,7863
전남,2020,한국국적을 취득한 자 (명),소계,6393,332,6061
전남,2020,외국인주민자녀(출생) (명),소계,15307,7913,7394
전남,2021,총인구 (명),소계,1778124,897120,881004
전남,2021,합계 (명),소계,66871,35311,31560
전남,2021,한국국적을 가지지 않은 자 (명),소계,44159,26720,17439
전남,2021,한국국적을 가지지 않은 자 (명),외국인근로자,17007,15512,1495
전남,2021,한국국적을 가지지 않은 자 (명),결혼이민자,6685,460,6225
전남,2021,한국국적을 가지지 않은 자 (명),유학생,2795,1695,1100
전남,2021,한국국적을 가지지 않은 자 (명),외국국적동포,2671,1492,1179
전남,2021,한국국적을 가지지 않은 자 (명),기타외국인,15001,7561,7440
전남,2021,한국국적을 취득한 자 (명),소계,6769,372,6397
전남,2021,외국인주민자녀(출생) (명),소계,15943,8219,7724
전남,2022,총인구 (명),소계,1771431,896174,875257
전남,2022,합계 (명),소계,73183,40392,32791
전남,2022,한국국적을 가지지 않은 자 (명),소계,49558,31564,17994
전남,2022,한국국적을 가지지 않은 자 (명),외국인근로자,20094,18562,1532
전남,2022,한국국적을 가지지 않은 자 (명),결혼이민자,6457,516,5941
전남,2022,한국국적을 가지지 않은 자 (명),유학생,3457,2115,1342
전남,2022,한국국적을 가지지 않은 자 (명),외국국적동포,2878,1612,1266
전남,2022,한국국적을 가지지 않은 자 (명),기타외국인,16672,8759,7913
전남,2022,한국국적을 취득한 자 (명),소계,7302,437,6865
전남,2022,외국인주민자녀(출생) (명),소계,16323,8391,7932
경북,2015,총인구 (명),소계,2680294,-,-
경북,2015,합계 (명),소계,74919,43323,31596
경북,2015,한국국적을 가지지 않은 자 (명),소계,57565,36841,20724
경북,2015,한국국적을 가지지 않은 자 (명),외국인근로자,29045,24556,4489
경북,2015,한국국적을 가지지 않은 자 (명),결혼이민자,7407,651,6756
경북,2015,한국국적을 가지지 않은 자 (명),유학생,4393,2324,2069
경북,2015,한국국적을 가지지 않은 자 (명),외국국적동포,4224,2502,1722
경북,2015,한국국적을 가지지 않은 자 (명),기타외국인,12496,6808,5688
경북,2015,한국국적을 취득한 자 (명),소계,5579,424,5155
경북,2015,한국국적을 취득한 자 (명),혼인귀화자,4160,113,4047
경북,2015,한국국적을 취득한 자 (명),기타사유,1419,311,1108
경북,2015,외국인주민자녀(출생) (명),소계,11775,6058,5717
경북,2015,외국인주민자녀(출생) (명),외국인 부모,97,48,49
경북,2015,외국인주민자녀(출생) (명),외국인-한국인부모,11243,5758,5485
경북,2015,외국인주민자녀(출생) (명),한국인 부모,435,252,183
경북,2015,외국인주민 세대수 (세대),소계,14268,-,-
경북,2016,총인구 (명),소계,2682169,-,-
경북,2016,합계 (명),소계,78339,45097,33242
경북,2016,한국국적을 가지지 않은 자 (명),소계,60706,38701,22005
경북,2016,한국국적을 가지지 않은 자 (명),외국인근로자,28267,24239,4028
경북,2016,한국국적을 가지지 않은 자 (명),결혼이민자,7473,670,6803
경북,2016,한국국적을 가지지 않은 자 (명),유학생,5470,2842,2628
경북,2016,한국국적을 가지지 않은 자 (명),외국국적동포,4959,2986,1973
경북,2016,한국국적을 가지지 않은 자 (명),기타외국인,14537,7964,6573
경북,2016,한국국적을 취득한 자 (명),소계,6167,493,5674
경북,2016,외국인주민자녀(출생) (명),소계,11466,5903,5563
경북,2017,총인구 (명),소계,2677058,-,-
경북,2017,합계 (명),소계,83898,47540,36358
경북,2017,한국국적을 가지지 않은 자 (명),소계,63978,40166,23812
경북,2017,한국국적을 가지지 않은 자 (명),외국인근로자,26283,22798,3485
경북,2017,한국국적을 가지지 않은 자 (명),결혼이민자,7507,746,6761
경북,2017,한국국적을 가지지 않은 자 (명),유학생,7398,3906,3492
경북,2017,한국국적을 가지지 않은 자 (명),외국국적동포,5603,3273,2330
경북,2017,한국국적을 가지지 않은 자 (명),기타외국인,17187,9443,7744
경북,2017,한국국적을 취득한 자 (명),소계,6483,471,6012
경북,2017,외국인주민자녀(출생) (명),소계,13437,6903,6534
경북,2018,총인구 (명),소계,2672902,1352869,1320033
경북,2018,합계 (명),소계,94873,53669,41204
경북,2018,한국국적을 가지지 않은 자 (명),소계,74071,45955,28116
경북,2018,한국국적을 가지지 않은 자 (명),외국인근로자,26675,23218,3457
경북,2018,한국국적을 가지지 않은 자 (명),결혼이민자,7810,836,6974
경북,2018,한국국적을 가지지 않은 자 (명),유학생,9983,5487,4496
경북,2018,한국국적을 가지지 않은 자 (명),외국국적동포,5922,3469,2453
경북,2018,한국국적을 가지지 않은 자 (명),기타외국인,23681,12945,10736
경북,2018,한국국적을 취득한 자 (명),소계,6634,482,6152
경북,2018,외국인주민자녀(출생) (명),소계,14168,7232,6936
경북,2019,총인구 (명),소계,2668154,1352404,1315750
경북,2019,합계 (명),소계,104596,58902,45694
경북,2019,한국국적을 가지지 않은 자 (명),소계,81840,50448,31392
경북,2019,한국국적을 가지지 않은 자 (명),외국인근로자,26483,23040,3443
경북,2019,한국국적을 가지지 않은 자 (명),결혼이민자,8007,882,7125
경북,2019,한국국적을 가지지 않은 자 (명),유학생,11117,6269,4848
경북,2019,한국국적을 가지지 않은 자 (명),외국국적동포,6085,3552,2533
경북,2019,한국국적을 가지지 않은 자 (명),기타외국인,30148,16705,13443
경북,2019,한국국적을 취득한 자 (명),소계,7118,498,6620
경북,2019,외국인주민자녀(출생) (명),소계,15638,7956,7682
경북,2020,총인구 (명),소계,2644757,1338823,1305934
경북,2020,합계 (명),소계,98566,53528,45038
경북,2020,한국국적을 가지지 않은 자 (명),소계,74547,44685,29862
경북,2020,한국국적을 가지지 않은 자 (명),외국인근로자,23431,20447,2984
경북,2020,한국국적을 가지지 않은 자 (명),결혼이민자,7987,940,7047
경북,2020,한국국적을 가지지 않은 자 (명),유학생,9626,5550,4076
경북,2020,한국국적을 가지지 않은 자 (명),외국국적동포,6194,3454,2740
경북,2020,한국국적을 가지지 않은 자 (명),기타외국인,27309,14294,13015
경북,2020,한국국적을 취득한 자 (명),소계,7769,538,7231
경북,2020,외국인주민자녀(출생) (명),소계,16250,8305,7945
경북,2021,총인구 (명),소계,2635314,1332376,1302938
경북,2021,합계 (명),소계,98197,52290,45907
경북,2021,한국국적을 가지지 않은 자 (명),소계,72798,42978,29820
경북,2021,한국국적을 가지지 않은 자 (명),외국인근로자,21253,18516,2737
경북,2021,한국국적을 가지지 않은 자 (명),결혼이민자,7924,998,6926
경북,2021,한국국적을 가지지 않은 자 (명),유학생,10268,5852,4416
경북,2021,한국국적을 가지지 않은 자 (명),외국국적동포,6964,3875,3089
경북,2021,한국국적을 가지지 않은 자 (명),기타외국인,26389,13737,12652
경북,2021,한국국적을 취득한 자 (명),소계,8377,603,7774
경북,2021,외국인주민자녀(출생) (명),소계,17022,8709,8313
경북,2022,총인구 (명),소계,2620373,1327631,1292742
경북,2022,합계 (명),소계,104564,56390,48174
경북,2022,한국국적을 가지지 않은 자 (명),소계,78148,46817,31331
경북,2022,한국국적을 가지지 않은 자 (명),외국인근로자,22962,20255,2707
경북,2022,한국국적을 가지지 않은 자 (명),결혼이민자,7757,1053,6704
경북,2022,한국국적을 가지지 않은 자 (명),유학생,11275,6480,4795
경북,2022,한국국적을 가지지 않은 자 (명),외국국적동포,7869,4310,3559
경북,2022,한국국적을 가지지 않은 자 (명),기타외국인,28285,14719,13566
경북,2022,한국국적을 취득한 자 (명),소계,8996,688,8308
경북,2022,외국인주민자녀(출생) (명),소계,17420,8885,8535
경남,2015,총인구 (명),소계,3334524,-,-
경남,2015,합계 (명),소계,112387,72319,40068
경남,2015,한국국적을 가지지 않은 자 (명),소계,90361,64330,26031
경남,2015,한국국적을 가지지 않은 자 (명),외국인근로자,52900,47085,5815
경남,2015,한국국적을 가지지 않은 자 (명),결혼이민자,9249,1062,8187
경남,2015,한국국적을 가지지 않은 자 (명),유학생,1671,893,778
경남,2015,한국국적을 가지지 않은 자 (명),외국국적동포,7040,4322,2718
경남,2015,한국국적을 가지지 않은 자 (명),기타외국인,19501,10968,8533
경남,2015,한국국적을 취득한 자 (명),소계,7550,592,6958
경남,2015,한국국적을 취득한 자 (명),혼인귀화자,5883,206,5677
경남,2015,한국국적을 취득한 자 (명),기타사유,1667,386,1281
경남,2015,외국인주민자녀(출생) (명),소계,14476,7397,7079
경남,2015,외국인주민자녀(출생) (명),외국인 부모,170,89,81
경남,2015,외국인주민자녀(출생) (명),외국인-한국인부모,13731,7015,6716
경남,2015,외국인주민자녀(출생) (명),한국인 부모,575,293,282
경남,2015,외국인주민 세대수 (세대),소계,18238,-,-
경남,2016,총인구 (명),소계,3339633,-,-
경남,2016,합계 (명),소계,114594,72868,41726
경남,2016,한국국적을 가지지 않은 자 (명),소계,92185,64895,27290
경남,2016,한국국적을 가지지 않은 자 (명),외국인근로자,50113,44621,5492
경남,2016,한국국적을 가지지 않은 자 (명),결혼이민자,9554,1177,8377
경남,2016,한국국적을 가지지 않은 자 (명),유학생,1770,886,884
경남,2016,한국국적을 가지지 않은 자 (명),외국국적동포,8125,5011,3114
경남,2016,한국국적을 가지지 않은 자 (명),기타외국인,22623,13200,9423
경남,2016,한국국적을 취득한 자 (명),소계,8375,665,7710
경남,2016,외국인주민자녀(출생) (명),소계,14034,7308,6726
경남,2017,총인구 (명),소계,3345293,-,-
경남,2017,합계 (명),소계,116379,71644,44735
경남,2017,한국국적을 가지지 않은 자 (명),소계,91072,62550,28522
경남,2017,한국국적을 가지지 않은 자 (명),외국인근로자,44877,39778,5099
경남,2017,한국국적을 가지지 않은 자 (명),결혼이민자,9738,1288,8450
경남,2017,한국국적을 가지지 않은 자 (명),유학생,2559,1414,1145
경남,2017,한국국적을 가지지 않은 자 (명),외국국적동포,9157,5490,3667
경남,2017,한국국적을 가지지 않은 자 (명),기타외국인,24741,14580,10161
경남,2017,한국국적을 취득한 자 (명),소계,8987,697,8290
경남,2017,외국인주민자녀(출생) (명),소계,16320,8397,7923
경남,2018,총인구 (명),소계,3350350,1703904,1646446
경남,2018,합계 (명),소계,123947,75537,48410
경남,2018,한국국적을 가지지 않은 자 (명),소계,97494,65918,31576
경남,2018,한국국적을 가지지 않은 자 (명),외국인근로자,43665,38612,5053
경남,2018,한국국적을 가지지 않은 자 (명),결혼이민자,9927,1411,8516
경남,2018,한국국적을 가지지 않은 자 (명),유학생,3091,1735,1356
경남,2018,한국국적을 가지지 않은 자 (명),외국국적동포,9305,5500,3805
경남,2018,한국국적을 가지지 않은 자 (명),기타외국인,31506,18660,12846
경남,2018,한국국적을 취득한 자 (명),소계,9179,707,8472
경남,2018,외국인주민자녀(출생) (명),소계,17274,8912,8362
경남,2019,총인구 (명),소계,3347209,1703892,1643317
경남,2019,합계 (명),소계,134675,81804,52871
경남,2019,한국국적을 가지지 않은 자 (명),소계,105908,71212,34696
경남,2019,한국국적을 가지지 않은 자 (명),외국인근로자,43162,38187,4975
경남,2019,한국국적을 가지지 않은 자 (명),결혼이민자,10305,1555,8750
경남,2019,한국국적을 가지지 않은 자 (명),유학생,3640,2032,1608
경남,2019,한국국적을 가지지 않은 자 (명),외국국적동포,9413,5584,3829
경남,2019,한국국적을 가지지 않은 자 (명),기타외국인,39388,23854,15534
경남,2019,한국국적을 취득한 자 (명),소계,9691,721,8970
경남,2019,외국인주민자녀(출생) (명),소계,19076,9871,9205
경남,2020,총인구 (명),소계,3333056,1692212,1640844
경남,2020,합계 (명),소계,126445,74091,52354
경남,2020,한국국적을 가지지 않은 자 (명),소계,96669,63112,33557
경남,2020,한국국적을 가지지 않은 자 (명),외국인근로자,37628,33405,4223
경남,2020,한국국적을 가지지 않은 자 (명),결혼이민자,10661,1709,8952
경남,2020,한국국적을 가지지 않은 자 (명),유학생,3407,1999,1408
경남,2020,한국국적을 가지지 않은 자 (명),외국국적동포,9889,5719,4170
경남,2020,한국국적을 가지지 않은 자 (명),기타외국인,35084,20280,14804
경남,2020,한국국적을 취득한 자 (명),소계,10117,780,9337
경남,2020,외국인주민자녀(출생) (명),소계,19659,10199,9460
경남,2021,총인구 (명),소계,3305931,1676753,1629178
경남,2021,합계 (명),소계,123074,70429,52645
경남,2021,한국국적을 가지지 않은 자 (명),소계,91836,58930,32906
경남,2021,한국국적을 가지지 않은 자 (명),외국인근로자,33341,29562,3779
경남,2021,한국국적을 가지지 않은 자 (명),결혼이민자,10525,1813,8712
경남,2021,한국국적을 가지지 않은 자 (명),유학생,3950,2196,1754
경남,2021,한국국적을 가지지 않은 자 (명),외국국적동포,10349,5903,4446
경남,2021,한국국적을 가지지 않은 자 (명),기타외국인,33671,19456,14215
경남,2021,한국국적을 취득한 자 (명),소계,10721,851,9870
경남,2021,외국인주민자녀(출생) (명),소계,20517,10648,9869
경남,2022,총인구 (명),소계,3280829,1664969,1615860
경남,2022,합계 (명),소계,128701,74204,54497
경남,2022,한국국적을 가지지 않은 자 (명),소계,96303,62413,33890
경남,2022,한국국적을 가지지 않은 자 (명),외국인근로자,35825,31809,4016
경남,2022,한국국적을 가지지 않은 자 (명),결혼이민자,10195,1869,8326
경남,2022,한국국적을 가지지 않은 자 (명),유학생,4414,2513,1901
경남,2022,한국국적을 가지지 않은 자 (명),외국국적동포,11100,6252,4848
경남,2022,한국국적을 가지지 않은 자 (명),기타외국인,34769,19970,14799
경남,2022,한국국적을 취득한 자 (명),소계,11454,937,10517
경남,2022,외국인주민자녀(출생) (명),소계,20944,10854,10090
제주,2015,총인구 (명),소계,605619,-,-
제주,2015,합계 (명),소계,19524,10712,8812
제주,2015,한국국적을 가지지 않은 자 (명),소계,15146,8914,6232
제주,2015,한국국적을 가지지 않은 자 (명),외국인근로자,6383,5272,1111
제주,2015,한국국적을 가지지 않은 자 (명),결혼이민자,2119,299,1820
제주,2015,한국국적을 가지지 않은 자 (명),유학생,1052,496,556
제주,2015,한국국적을 가지지 않은 자 (명),외국국적동포,1471,682,789
제주,2015,한국국적을 가지지 않은 자 (명),기타외국인,4121,2165,1956
제주,2015,한국국적을 취득한 자 (명),소계,1327,220,1107
제주,2015,한국국적을 취득한 자 (명),혼인귀화자,857,53,804
제주,2015,한국국적을 취득한 자 (명),기타사유,470,167,303
제주,2015,외국인주민자녀(출생) (명),소계,3051,1578,1473
제주,2015,외국인주민자녀(출생) (명),외국인 부모,42,20,22
제주,2015,외국인주민자녀(출생) (명),외국인-한국인부모,2819,1458,1361
제주,2015,외국인주민자녀(출생) (명),한국인 부모,190,100,90
제주,2015,외국인주민 세대수 (세대),소계,3939,-,-
제주,2016,총인구 (명),소계,623332,-,-
제주,2016,합계 (명),소계,22102,12076,10026
제주,2016,한국국적을 가지지 않은 자 (명),소계,17476,10194,7282
제주,2016,한국국적을 가지지 않은 자 (명),외국인근로자,7460,5971,1489
제주,2016,한국국적을 가지지 않은 자 (명),결혼이민자,2290,306,1984
제주,2016,한국국적을 가지지 않은 자 (명),유학생,1123,519,604
제주,2016,한국국적을 가지지 않은 자 (명),외국국적동포,1709,775,934
제주,2016,한국국적을 가지지 않은 자 (명),기타외국인,4894,2623,2271
제주,2016,한국국적을 취득한 자 (명),소계,1532,273,1259
제주,2016,외국인주민자녀(출생) (명),소계,3094,1609,1485
제주,2017,총인구 (명),소계,641757,-,-
제주,2017,합계 (명),소계,25646,13802,11844
제주,2017,한국국적을 가지지 않은 자 (명),소계,20400,11652,8748
제주,2017,한국국적을 가지지 않은 자 (명),외국인근로자,8752,6634,2118
제주,2017,한국국적을 가지지 않은 자 (명),결혼이민자,2468,352,2116
제주,2017,한국국적을 가지지 않은 자 (명),유학생,1349,623,726
제주,2017,한국국적을 가지지 않은 자 (명),외국국적동포,1911,890,1021
제주,2017,한국국적을 가지지 않은 자 (명),기타외국인,5920,3153,2767
제주,2017,한국국적을 취득한 자 (명),소계,1721,309,1412
제주,2017,외국인주민자녀(출생) (명),소계,3525,1841,1684
제주,2018,총인구 (명),소계,658282,333019,325263
제주,2018,합계 (명),소계,31032,17222,13810
제주,2018,한국국적을 가지지 않은 자 (명),소계,25287,14884,10403
제주,2018,한국국적을 가지지 않은 자 (명),외국인근로자,10040,7486,2554
제주,2018,한국국적을 가지지 않은 자 (명),결혼이민자,2617,393,2224
제주,2018,한국국적을 가지지 않은 자 (명),유학생,1886,1025,861
제주,2018,한국국적을 가지지 않은 자 (명),외국국적동포,2034,933,1101
제주,2018,한국국적을 가지지 않은 자 (명),기타외국인,8710,5047,3663
제주,2018,한국국적을 취득한 자 (명),소계,1888,336,1552
제주,2018,외국인주민자녀(출생) (명),소계,3857,2002,1855
제주,2019,총인구 (명),소계,665048,336598,328450
제주,2019,합계 (명),소계,34473,19097,15376
제주,2019,한국국적을 가지지 않은 자 (명),소계,28017,16496,11521
제주,2019,한국국적을 가지지 않은 자 (명),외국인근로자,10063,7571,2492
제주,2019,한국국적을 가지지 않은 자 (명),결혼이민자,2742,407,2335
제주,2019,한국국적을 가지지 않은 자 (명),유학생,2290,1358,932
제주,2019,한국국적을 가지지 않은 자 (명),외국국적동포,2087,999,1088
제주,2019,한국국적을 가지지 않은 자 (명),기타외국인,10835,6161,4674
제주,2019,한국국적을 취득한 자 (명),소계,2112,373,1739
제주,2019,외국인주민자녀(출생) (명),소계,4344,2228,2116
제주,2020,총인구 (명),소계,670858,338173,332685
제주,2020,합계 (명),소계,33782,17909,15873
제주,2020,한국국적을 가지지 않은 자 (명),소계,26831,15169,11662
제주,2020,한국국적을 가지지 않은 자 (명),외국인근로자,9149,6886,2263
제주,2020,한국국적을 가지지 않은 자 (명),결혼이민자,2887,460,2427
제주,2020,한국국적을 가지지 않은 자 (명),유학생,2059,1221,838
제주,2020,한국국적을 가지지 않은 자 (명),외국국적동포,2222,1036,1186
제주,2020,한국국적을 가지지 않은 자 (명),기타외국인,10514,5566,4948
제주,2020,한국국적을 취득한 자 (명),소계,2320,394,1926
제주,2020,외국인주민자녀(출생) (명),소계,4631,2346,2285
제주,2021,총인구 (명),소계,673107,338809,334298
제주,2021,합계 (명),소계,32643,17214,15429
제주,2021,한국국적을 가지지 않은 자 (명),소계,25210,14288,10922
제주,2021,한국국적을 가지지 않은 자 (명),외국인근로자,8476,6486,1990
제주,2021,한국국적을 가지지 않은 자 (명),결혼이민자,2929,490,2439
제주,2021,한국국적을 가지지 않은 자 (명),유학생,2037,1191,846
제주,2021,한국국적을 가지지 않은 자 (명),외국국적동포,2207,1059,1148
제주,2021,한국국적을 가지지 않은 자 (명),기타외국인,9561,5062,4499
제주,2021,한국국적을 취득한 자 (명),소계,2468,419,2049
제주,2021,외국인주민자녀(출생) (명),소계,4965,2507,2458
제주,2022,총인구 (명),소계,676375,340665,335710
제주,2022,합계 (명),소계,33908,18405,15503
제주,2022,한국국적을 가지지 않은 자 (명),소계,26150,15343,10807
제주,2022,한국국적을 가지지 않은 자 (명),외국인근로자,9415,7454,1961
제주,2022,한국국적을 가지지 않은 자 (명),결혼이민자,2954,532,2422
제주,2022,한국국적을 가지지 않은 자 (명),유학생,1816,1048,768
제주,2022,한국국적을 가지지 않은 자 (명),외국국적동포,2241,1069,1172
제주,2022,한국국적을 가지지 않은 자 (명),기타외국인,9724,5240,4484
제주,2022,한국국적을 취득한 자 (명),소계,2611,458,2153
제주,2022,외국인주민자녀(출생) (명),소계,5147,2604,2543
